,country_id,country_value,indicator_name,year,value,region,incomeLevel,lendingType,longitude,latitude
118,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2017,477686752813.7,Aggregates,Aggregates,Aggregates,,
119,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2016,415277683200.895,Aggregates,Aggregates,Aggregates,,
120,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2025,,Aggregates,Aggregates,Aggregates,,
121,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2024,1983503498064.12,Aggregates,Aggregates,Aggregates,,
122,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2023,1933652060640.75,Aggregates,Aggregates,Aggregates,,
123,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2022,2045818126647.07,Aggregates,Aggregates,Aggregates,,
124,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2021,1773991864063.62,Aggregates,Aggregates,Aggregates,,
125,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2020,1316682291782.93,Aggregates,Aggregates,Aggregates,,
126,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2019,1528461384558.82,Aggregates,Aggregates,Aggregates,,
127,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2018,1539162854497.37,Aggregates,Aggregates,Aggregates,,
128,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2017,1317613766903.86,Aggregates,Aggregates,Aggregates,,
129,T7,Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (current US$),2016,1119150391061.58,Aggregates,Aggregates,Aggregates,,
130,EU,European Union,Exports of goods and services (current US$),2025,,Aggregates,Aggregates,Aggregates,,
131,EU,European Union,Exports of goods and services (current US$),2024,9821037472659.41,Aggregates,Aggregates,Aggregates,,
132,EU,European Union,Exports of goods and services (current US$),2023,9657456788388.33,Aggregates,Aggregates,Aggregates,,
133,EU,European Union,Exports of goods and services (current US$),2022,9413905146401.02,Aggregates,Aggregates,Aggregates,,
134,EU,European Union,Exports of goods and services (current US$),2021,8698132212489.88,Aggregates,Aggregates,Aggregates,,
135,EU,European Union,Exports of goods and services (current US$),2020,7107614522357.86,Aggregates,Aggregates,Aggregates,,
136,EU,European Union,Exports of goods and services (current US$),2019,7684155677487.96,Aggregates,Aggregates,Aggregates,,
